id_corrida,fecha,dia_semana,horario_salida,ruta,terminal_origen,tipo_unidad,capacidad,pasajeros,ocupacion_pct,precio_boleto,ingresos_totales,temporada,anio,mes,mes_nombre,dia_num,es_fin_semana
ADO-01405,2024-11-06,Wednesday,18:00,CDMX-TOLUCA,Norte,Ejecutivo,24,22.0,91.7,198.0,4356.0,Baja,2024,11,November,2,0
ADO-01419,2024-06-10,Monday,15:00,CDMX-PUEBLA,Sur,Primera Plus,36,30.0,83.3,266.0,7980.0,Baja,2024,6,June,0,0
ADO-02073,2024-12-14,Saturday,06:00,CDMX-QUERÉTARO,Norte,Primera Plus,36,30.0,83.3,384.0,11520.0,Alta,2024,12,December,5,1
ADO-00512,2024-11-10,Sunday,10:00,CDMX-QUERÉTARO,Poniente,ADO GL,48,27.0,83.3,320.0,12800.0,Baja,2024,11,November,6,1
ADO-00841,2024-03-24,Sunday,13:00,CDMX-QUERÉTARO,Sur,Ejecutivo,24,20.0,83.3,320.0,6400.0,Baja,2024,3,March,6,1
ADO-01164,2024-01-25,Thursday,08:00,CDMX-CUERNAVACA,Observatorio,Ejecutivo,24,14.0,58.3,220.0,3080.0,Alta,2024,1,January,3,0
ADO-01428,2024-03-11,Monday,21:00,CDMX-TOLUCA,Poniente,ADO GL,48,24.0,50.0,180.0,4320.0,Baja,2024,3,March,0,0
ADO-02101,2024-01-25,Thursday,20:00,CDMX-QUERÉTARO,Poniente,ADO GL,48,33.0,68.8,320.0,10560.0,Alta,2024,1,January,3,0
ADO-00608,2024-09-15,Sunday,21:00,CDMX-TOLUCA,TAPO,Primera Plus,36,25.0,69.4,198.0,4950.0,Baja,2024,9,September,6,1
ADO-01384,2024-03-16,Saturday,20:00,CDMX-QUERÉTARO,Norte,Primera Plus,36,27.0,75.0,320.0,8640.0,Baja,2024,3,March,5,1
ADO-00863,2024-04-01,Monday,15:00,CDMX-PUEBLA,Sur,Primera Plus,36,30.0,83.3,266.0,7980.0,Baja,2024,4,April,0,0
ADO-00152,2024-12-26,Thursday,20:00,CDMX-PUEBLA,Norte,Primera Plus,36,24.0,66.7,280.0,6720.0,Alta,2024,12,December,3,0
ADO-01594,2024-01-02,Tuesday,10:00,CDMX-TOLUCA,Observatorio,OCC,42,31.0,73.8,180.0,5580.0,Alta,2024,1,January,1,0
ADO-01764,2024-05-14,Tuesday,12:00,CDMX-TLAXCALA,Norte,Ejecutivo,24,10.0,41.7,228.0,2280.0,Baja,2024,5,May,1,0
ADO-01138,2024-07-14,Sunday,18:00,CDMX-QUERÉTARO,Poniente,ADO GL,48,40.0,83.3,384.0,15360.0,Alta,2024,7,July,6,1
ADO-01622,2024-04-01,Monday,07:00,CDMX-PACHUCA,Norte,Ejecutivo,24,15.0,62.5,190.0,2850.0,Baja,2024,4,April,0,0
ADO-02294,2024-10-09,Wednesday,10:00,CDMX-CUERNAVACA,Norte,ADO GL,48,26.0,54.2,242.0,6292.0,Baja,2024,10,October,2,0
ADO-00024,2024-02-10,Saturday,21:00,CDMX-PUEBLA,Observatorio,Ejecutivo,24,16.0,66.7,280.0,4480.0,Baja,2024,2,February,5,1
ADO-00159,2024-07-15,Monday,09:00,CDMX-TOLUCA,Sur,Primera Plus,36,23.0,63.9,216.0,4968.0,Alta,2024,7,July,0,0
ADO-00332,2024-06-06,Thursday,18:00,CDMX-PUEBLA,TAPO,ADO GL,48,33.0,68.8,266.0,8778.0,Baja,2024,6,June,3,0
ADO-02431,2024-06-18,Tuesday,07:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,20.0,83.3,336.0,6720.0,Baja,2024,6,June,1,0
ADO-02407,2024-08-23,Friday,16:00,CDMX-QUERÉTARO,Norte,ADO GL,48,23.0,47.9,320.0,7360.0,Alta,2024,8,August,4,0
ADO-01830,2024-05-13,Monday,14:00,CDMX-PUEBLA,Poniente,OCC,42,27.0,64.3,280.0,7560.0,Baja,2024,5,May,0,0
ADO-02026,2024-03-12,Tuesday,19:00,CDMX-PUEBLA,Sur,OCC,42,34.0,81.0,308.0,10472.0,Baja,2024,3,March,1,0
ADO-02470,2024-09-02,Monday,17:00,CDMX-TLAXCALA,Norte,Ejecutivo,24,18.0,75.0,264.0,4752.0,Baja,2024,9,September,0,0
ADO-01918,2024-08-05,Monday,18:00,CDMX-CUERNAVACA,Norte,Ejecutivo,24,17.0,70.8,242.0,4114.0,Alta,2024,8,August,0,0
ADO-00643,2024-11-12,Tuesday,21:00,CDMX-CUERNAVACA,TAPO,Ejecutivo,24,14.0,58.3,209.0,2926.0,Baja,2024,11,November,1,0
ADO-02029,2024-02-04,Sunday,08:00,CDMX-PACHUCA,Observatorio,Ejecutivo,24,24.0,100.0,190.0,4560.0,Baja,2024,2,February,6,1
ADO-00312,2024-05-06,Monday,15:00,CDMX-QUERÉTARO,Norte,Primera Plus,36,28.0,77.8,320.0,8960.0,Baja,2024,5,May,0,0
ADO-00549,2024-08-14,Wednesday,16:00,CDMX-TLAXCALA,Sur,ADO GL,48,33.0,68.8,288.0,9504.0,Alta,2024,8,August,2,0
ADO-01387,2024-05-09,Thursday,15:00,CDMX-PACHUCA,Observatorio,OCC,42,33.0,78.6,190.0,6270.0,Baja,2024,5,May,3,0
ADO-02438,2024-05-03,Friday,10:00,CDMX-TOLUCA,TAPO,Primera Plus,36,26.0,72.2,180.0,4680.0,Baja,2024,5,May,4,0
ADO-02340,2024-09-17,Tuesday,11:00,CDMX-TOLUCA,Observatorio,Primera Plus,36,20.0,55.6,216.0,4320.0,Baja,2024,9,September,1,0
ADO-00307,2024-12-24,Tuesday,12:00,CDMX-PUEBLA,Sur,Ejecutivo,24,19.0,79.2,280.0,5320.0,Alta,2024,12,December,1,0
ADO-00288,2024-09-20,Friday,09:00,CDMX-CUERNAVACA,Poniente,ADO GL,48,41.0,85.4,242.0,9922.0,Baja,2024,9,September,4,0
ADO-00695,2024-11-04,Monday,06:00,CDMX-CUERNAVACA,Observatorio,OCC,42,30.0,71.4,242.0,7260.0,Baja,2024,11,November,0,0
ADO-00868,2024-12-27,Friday,19:00,CDMX-QUERÉTARO,Norte,ADO GL,48,40.0,83.3,384.0,15360.0,Alta,2024,12,December,4,0
ADO-00631,2024-04-14,Sunday,07:00,CDMX-TLAXCALA,Sur,ADO GL,48,38.0,79.2,240.0,9120.0,Baja,2024,4,April,6,1
ADO-02058,2024-08-31,Saturday,14:00,CDMX-TOLUCA,Norte,Primera Plus,36,34.0,94.4,171.0,5814.0,Alta,2024,8,August,5,1
ADO-01855,2024-04-11,Thursday,09:00,CDMX-TOLUCA,Sur,Ejecutivo,24,22.0,91.7,198.0,4356.0,Baja,2024,4,April,3,0
ADO-01002,2024-11-12,Tuesday,17:00,CDMX-PUEBLA,Poniente,ADO GL,48,43.0,89.6,266.0,11438.0,Baja,2024,11,November,1,0
ADO-01423,2024-04-25,Thursday,07:00,CDMX-PACHUCA,Sur,,36,27.0,75.0,180.5,4873.5,Baja,2024,4,April,3,0
ADO-01302,2024-08-28,Wednesday,08:00,CDMX-TLAXCALA,Observatorio,Primera Plus,36,33.0,91.7,264.0,8712.0,Alta,2024,8,August,2,0
ADO-00787,2024-01-23,Tuesday,11:00,CDMX-PUEBLA,Poniente,Ejecutivo,24,18.0,75.0,280.0,5040.0,Alta,2024,1,January,1,0
ADO-01627,2024-02-17,Saturday,15:00,CDMX-QUERÉTARO,Sur,OCC,42,33.0,78.6,352.0,11616.0,Baja,2024,2,February,5,1
ADO-00822,2024-05-10,Friday,07:00,CDMX-PUEBLA,Poniente,ADO GL,48,46.0,95.8,266.0,12236.0,Baja,2024,5,May,4,0
ADO-02213,2024-03-19,Tuesday,13:00,CDMX-CUERNAVACA,TAPO,Ejecutivo,24,18.0,75.0,220.0,3960.0,Baja,2024,3,March,1,0
ADO-00930,2024-10-29,Tuesday,10:00,CDMX-PACHUCA,Norte,OCC,42,26.0,61.9,190.0,4940.0,Baja,2024,10,October,1,0
ADO-01339,2024-04-21,Sunday,19:00,CDMX-TOLUCA,Norte,Ejecutivo,24,22.0,91.7,180.0,3960.0,Baja,2024,4,April,6,1
ADO-00014,2024-11-25,Monday,10:00,CDMX-TOLUCA,Poniente,ADO GL,48,20.0,41.7,180.0,3600.0,Baja,2024,11,November,0,0
ADO-01051,2024-03-08,Friday,21:00,CDMX-PUEBLA,Norte,ADO GL,48,27.0,56.2,266.0,7182.0,Baja,2024,3,March,4,0
ADO-01567,2024-02-10,Saturday,08:00,CDMX-PACHUCA,Poniente,Primera Plus,36,36.0,100.0,180.5,6498.0,Baja,2024,2,February,5,1
ADO-00515,2024-03-21,Thursday,19:00,CDMX-PACHUCA,Norte,OCC,42,30.0,71.4,190.0,5700.0,Baja,2024,3,March,3,0
ADO-00410,2024-08-21,Wednesday,12:00,CDMX-TLAXCALA,Norte,OCC,42,29.0,69.0,264.0,7656.0,Alta,2024,8,August,2,0
ADO-01561,2024-06-07,Friday,12:00,CDMX-QUERÉTARO,Poniente,Ejecutivo,24,15.0,62.5,320.0,4800.0,Baja,2024,6,June,4,0
ADO-00314,2024-05-20,Monday,09:00,CDMX-QUERÉTARO,Sur,,42,37.0,88.1,320.0,11840.0,Baja,2024,5,May,0,0
ADO-01914,2024-08-11,Sunday,13:00,CDMX-PUEBLA,Observatorio,Primera Plus,36,32.0,88.9,280.0,8960.0,Alta,2024,8,August,6,1
ADO-00875,2024-12-10,Tuesday,21:00,CDMX-TOLUCA,Poniente,Ejecutivo,24,15.0,62.5,198.0,2970.0,Alta,2024,12,December,1,0
ADO-00768,2024-02-06,Tuesday,21:00,CDMX-CUERNAVACA,Poniente,Primera Plus,36,31.0,86.1,220.0,6820.0,Baja,2024,2,February,1,0
ADO-00904,2024-04-30,Tuesday,08:00,CDMX-PUEBLA,TAPO,OCC,42,40.0,95.2,336.0,13440.0,Baja,2024,4,April,1,0
ADO-01152,2024-05-17,Friday,06:00,CDMX-CUERNAVACA,TAPO,ADO GL,48,18.0,37.5,209.0,3762.0,Baja,2024,5,May,4,0
ADO-00383,2024-09-13,Friday,17:00,CDMX-PACHUCA,TAPO,Ejecutivo,24,13.0,54.2,209.0,2717.0,Baja,2024,9,September,4,0
ADO-01125,2024-03-09,Saturday,11:00,CDMX-QUERÉTARO,Norte,ADO GL,48,48.0,100.0,320.0,15360.0,Baja,2024,3,March,5,1
ADO-02011,2024-06-10,Monday,15:00,CDMX-TOLUCA,Observatorio,OCC,42,19.0,45.2,198.0,3762.0,Baja,2024,6,June,0,0
ADO-01357,2024-07-29,Monday,21:00,CDMX-QUERÉTARO,Observatorio,Ejecutivo,24,14.0,58.3,384.0,5376.0,Alta,2024,7,July,0,0
ADO-01879,2024-05-09,Thursday,06:00,CDMX-CUERNAVACA,TAPO,ADO GL,48,28.0,43.8,209.0,4389.0,Baja,2024,5,May,3,0
ADO-01512,2024-11-23,Saturday,14:00,CDMX-PUEBLA,Norte,Primera Plus,36,29.0,80.6,280.0,8120.0,Baja,2024,11,November,5,1
ADO-01740,2024-05-13,Monday,16:00,CDMX-QUERÉTARO,Poniente,Ejecutivo,24,20.0,83.3,320.0,6400.0,Baja,2024,5,May,0,0
ADO-00264,2024-12-13,Friday,20:00,CDMX-TLAXCALA,Poniente,Ejecutivo,24,28.0,50.0,240.0,2880.0,Alta,2024,12,December,4,0
ADO-00941,2024-01-05,Friday,06:00,CDMX-PUEBLA,TAPO,OCC,42,20.0,47.6,336.0,6720.0,Alta,2024,1,January,4,0
ADO-02178,2024-04-24,Wednesday,15:00,CDMX-PUEBLA,Sur,Primera Plus,36,24.0,66.7,280.0,6720.0,Baja,2024,4,April,2,0
ADO-01676,2024-02-09,Friday,06:00,CDMX-PUEBLA,Sur,ADO GL,48,29.0,60.4,336.0,9744.0,Baja,2024,2,February,4,0
ADO-00416,2024-12-26,Thursday,12:00,CDMX-QUERÉTARO,TAPO,ADO GL,48,26.0,54.2,384.0,9984.0,Alta,2024,12,December,3,0
ADO-01989,2024-11-22,Friday,22:00,CDMX-PUEBLA,Poniente,Primera Plus,36,20.0,55.6,280.0,5600.0,Baja,2024,11,November,4,0
ADO-00359,2024-02-07,Wednesday,12:00,CDMX-QUERÉTARO,Poniente,OCC,42,28.0,66.7,320.0,8960.0,Baja,2024,2,February,2,0
ADO-01768,2024-05-01,Wednesday,06:00,CDMX-PUEBLA,Norte,ADO GL,48,30.0,62.5,280.0,8400.0,Baja,2024,5,May,2,0
ADO-00892,2024-06-08,Saturday,16:00,CDMX-CUERNAVACA,TAPO,OCC,42,38.0,90.5,220.0,8360.0,Baja,2024,6,June,5,1
ADO-00009,2024-07-13,Saturday,20:00,CDMX-QUERÉTARO,Poniente,ADO GL,48,38.0,79.2,320.0,12160.0,Alta,2024,7,July,5,1
ADO-01059,2024-05-22,Wednesday,17:00,CDMX-CUERNAVACA,Poniente,ADO GL,48,41.0,85.4,264.0,10824.0,Baja,2024,5,May,2,0
ADO-00317,2024-10-14,Monday,14:00,CDMX-PACHUCA,TAPO,Primera Plus,36,26.0,72.2,228.0,5928.0,Baja,2024,10,October,0,0
ADO-00305,2024-10-23,Wednesday,13:00,CDMX-CUERNAVACA,Observatorio,Ejecutivo,24,15.0,62.5,242.0,3630.0,Baja,2024,10,October,2,0
ADO-00428,2024-08-22,Thursday,21:00,CDMX-CUERNAVACA,Observatorio,Ejecutivo,24,17.0,70.8,220.0,3740.0,Alta,2024,8,August,3,0
ADO-00106,2024-11-01,Friday,14:00,CDMX-PACHUCA,Observatorio,Ejecutivo,24,16.0,66.7,190.0,3040.0,Baja,2024,11,November,4,0
ADO-02269,2024-04-16,Tuesday,21:00,CDMX-QUERÉTARO,Norte,Ejecutivo,24,14.0,58.3,304.0,4256.0,Baja,2024,4,April,1,0
ADO-00122,2024-10-09,Wednesday,11:00,CDMX-PUEBLA,Sur,Ejecutivo,24,12.0,50.0,308.0,3696.0,Baja,2024,10,October,2,0
ADO-00963,2024-10-01,Tuesday,13:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,16.0,66.7,266.0,4256.0,Baja,2024,10,October,1,0
ADO-01866,2024-04-13,Saturday,10:00,CDMX-PUEBLA,Poniente,Ejecutivo,24,15.0,62.5,280.0,4200.0,Baja,2024,4,April,5,1
ADO-02010,2024-06-04,Tuesday,10:00,CDMX-QUERÉTARO,Norte,ADO GL,48,36.0,75.0,304.0,10944.0,Baja,2024,6,June,1,0
ADO-01353,2024-06-16,Sunday,12:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,32.0,88.9,352.0,11264.0,Baja,2024,6,June,6,1
ADO-02225,2024-02-03,Saturday,08:00,CDMX-PUEBLA,Norte,OCC,42,38.0,90.5,266.0,10108.0,Baja,2024,2,February,5,1
ADO-01262,2024-10-16,Wednesday,11:00,CDMX-PACHUCA,Observatorio,Ejecutivo,24,15.0,62.5,190.0,2850.0,Baja,2024,10,October,2,0
ADO-00116,2024-01-27,Saturday,21:00,CDMX-QUERÉTARO,TAPO,Ejecutivo,24,21.0,87.5,352.0,7392.0,Alta,2024,1,January,5,1
ADO-00999,2024-12-19,Thursday,22:00,CDMX-QUERÉTARO,Norte,Ejecutivo,24,13.0,54.2,352.0,4576.0,Alta,2024,12,December,3,0
ADO-00745,2024-11-30,Saturday,14:00,CDMX-QUERÉTARO,Norte,,42,38.0,90.5,352.0,13376.0,Baja,2024,11,November,5,1
ADO-01595,2024-04-06,Saturday,11:00,CDMX-TOLUCA,Poniente,OCC,42,23.0,54.8,180.0,4140.0,Baja,2024,4,April,5,1
ADO-02353,2024-04-03,Wednesday,21:00,CDMX-PACHUCA,Poniente,ADO GL,48,27.0,72.9,209.0,7315.0,Baja,2024,4,April,2,0
ADO-02414,2024-05-15,Wednesday,21:00,CDMX-PACHUCA,Poniente,Ejecutivo,24,27.0,50.0,209.0,2508.0,Baja,2024,5,May,2,0
ADO-01279,2024-10-27,Sunday,09:00,CDMX-QUERÉTARO,TAPO,Ejecutivo,24,24.0,100.0,384.0,9216.0,Baja,2024,10,October,6,1
ADO-00673,2024-10-28,Monday,15:00,CDMX-PACHUCA,Sur,Primera Plus,36,21.0,58.3,228.0,4788.0,Baja,2024,10,October,0,0
ADO-01701,2024-08-03,Saturday,20:00,CDMX-TOLUCA,Observatorio,Ejecutivo,24,21.0,87.5,180.0,3780.0,Alta,2024,8,August,5,1
ADO-02396,2024-06-01,Saturday,19:00,CDMX-PUEBLA,Sur,OCC,42,34.0,81.0,280.0,9520.0,Baja,2024,6,June,5,1
ADO-00310,2024-09-01,Sunday,18:00,CDMX-CUERNAVACA,Poniente,ADO GL,48,46.0,95.8,242.0,11132.0,Baja,2024,9,September,6,1
ADO-00592,2024-05-14,Tuesday,12:00,CDMX-CUERNAVACA,Sur,ADO GL,48,28.0,58.3,220.0,6160.0,Baja,2024,5,May,1,0
ADO-00463,2024-09-13,Friday,19:00,CDMX-TLAXCALA,Sur,OCC,42,30.0,71.4,240.0,7200.0,Baja,2024,9,September,4,0
ADO-02114,2024-01-11,Thursday,21:00,CDMX-CUERNAVACA,Sur,OCC,42,22.0,52.4,264.0,5808.0,Alta,2024,1,January,3,0
ADO-02181,2024-07-26,Friday,19:00,CDMX-TOLUCA,Sur,OCC,42,32.0,76.2,198.0,6336.0,Alta,2024,7,July,4,0
ADO-01245,2024-03-13,Wednesday,11:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,20.0,55.6,352.0,7040.0,Baja,2024,3,March,2,0
ADO-02055,2024-11-02,Saturday,22:00,CDMX-PACHUCA,Poniente,Primera Plus,36,27.0,66.7,190.0,4560.0,Baja,2024,11,November,5,1
ADO-00553,2024-04-12,Friday,13:00,CDMX-PUEBLA,Sur,Ejecutivo,24,18.0,75.0,280.0,5040.0,Baja,2024,4,April,4,0
ADO-00088,2024-07-18,Thursday,18:00,CDMX-QUERÉTARO,Sur,Primera Plus,36,30.0,83.3,320.0,9600.0,Alta,2024,7,July,3,0
ADO-00691,2024-04-03,Wednesday,22:00,CDMX-CUERNAVACA,Poniente,ADO GL,48,29.0,60.4,209.0,6061.0,Baja,2024,4,April,2,0
ADO-01732,2024-01-03,Wednesday,19:00,CDMX-QUERÉTARO,Norte,Ejecutivo,24,18.0,75.0,320.0,5760.0,Alta,2024,1,January,2,0
ADO-01993,2024-03-31,Sunday,14:00,CDMX-PUEBLA,TAPO,ADO GL,48,47.0,97.9,266.0,12502.0,Baja,2024,3,March,6,1
ADO-02432,2024-04-08,Monday,11:00,CDMX-TLAXCALA,Sur,OCC,42,22.0,52.4,240.0,5280.0,Baja,2024,4,April,0,0
ADO-01654,2024-09-01,Sunday,21:00,CDMX-PACHUCA,Norte,ADO GL,48,38.0,79.2,180.5,6859.0,Baja,2024,9,September,6,1
ADO-01191,2024-01-24,Wednesday,14:00,CDMX-TLAXCALA,Observatorio,Primera Plus,36,28.0,63.9,288.0,6624.0,Alta,2024,1,January,2,0
ADO-00801,2024-12-19,Thursday,22:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,27.0,75.0,320.0,8640.0,Alta,2024,12,December,3,0
ADO-02081,2024-05-04,Saturday,11:00,CDMX-TOLUCA,Sur,OCC,42,35.0,83.3,216.0,7560.0,Baja,2024,5,May,5,1
ADO-00301,2024-11-09,Saturday,11:00,CDMX-QUERÉTARO,Observatorio,,42,31.0,73.8,304.0,9424.0,Baja,2024,11,November,5,1
ADO-02221,2024-05-14,Tuesday,12:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,14.0,58.3,280.0,3920.0,Baja,2024,5,May,1,0
ADO-00544,2024-10-01,Tuesday,19:00,CDMX-QUERÉTARO,Sur,ADO GL,48,27.0,95.8,304.0,8208.0,Baja,2024,10,October,1,0
ADO-01802,2024-07-08,Monday,20:00,CDMX-PACHUCA,Norte,OCC,42,26.0,61.9,209.0,5434.0,Alta,2024,7,July,0,0
ADO-02235,2024-03-22,Friday,14:00,CDMX-QUERÉTARO,Poniente,Primera Plus,36,18.0,50.0,352.0,6336.0,Baja,2024,3,March,4,0
ADO-00495,2024-02-18,Sunday,09:00,CDMX-TOLUCA,TAPO,Primera Plus,36,36.0,100.0,180.0,6480.0,Baja,2024,2,February,6,1
ADO-00366,2024-07-13,Saturday,13:00,CDMX-CUERNAVACA,Observatorio,OCC,42,33.0,78.6,209.0,6897.0,Alta,2024,7,July,5,1
ADO-02277,2024-11-16,Saturday,14:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,33.0,91.7,320.0,10560.0,Baja,2024,11,November,5,1
ADO-01794,2024-08-03,Saturday,10:00,CDMX-CUERNAVACA,Poniente,OCC,42,28.0,92.9,220.0,8580.0,Alta,2024,8,August,5,1
ADO-00274,2024-10-20,Sunday,20:00,CDMX-QUERÉTARO,Observatorio,Primera Plus,36,30.0,83.3,320.0,9600.0,Baja,2024,10,October,6,1
ADO-00789,2024-05-11,Saturday,17:00,CDMX-PUEBLA,Observatorio,Primera Plus,36,35.0,97.2,266.0,9310.0,Baja,2024,5,May,5,1
ADO-00072,2024-03-27,Wednesday,08:00,CDMX-PACHUCA,Observatorio,ADO GL,48,47.0,97.9,180.5,8483.5,Baja,2024,3,March,2,0
ADO-01273,2024-02-18,Sunday,20:00,CDMX-PACHUCA,TAPO,Ejecutivo,24,17.0,70.8,190.0,3230.0,Baja,2024,2,February,6,1
ADO-02164,2024-08-28,Wednesday,09:00,CDMX-TOLUCA,Poniente,Ejecutivo,24,22.0,91.7,180.0,3960.0,Alta,2024,8,August,2,0
ADO-00064,2024-08-11,Sunday,22:00,CDMX-CUERNAVACA,Sur,Ejecutivo,24,16.0,66.7,264.0,4224.0,Alta,2024,8,August,6,1
ADO-00395,2024-11-16,Saturday,12:00,CDMX-TOLUCA,TAPO,OCC,42,41.0,97.6,180.0,7380.0,Baja,2024,11,November,5,1
ADO-00344,2024-10-02,Wednesday,22:00,CDMX-TOLUCA,Poniente,Primera Plus,36,21.0,58.3,180.0,3780.0,Baja,2024,10,October,2,0
ADO-01408,2024-06-03,Monday,20:00,CDMX-PACHUCA,Sur,Primera Plus,36,29.0,80.6,190.0,5510.0,Baja,2024,6,June,0,0
ADO-01414,2024-10-14,Monday,13:00,CDMX-TOLUCA,Norte,Primera Plus,36,32.0,88.9,180.0,5760.0,Baja,2024,10,October,0,0
ADO-00501,2024-08-16,Friday,07:00,CDMX-PUEBLA,Norte,Primera Plus,36,32.0,88.9,308.0,9856.0,Alta,2024,8,August,4,0
ADO-01712,2024-12-02,Monday,09:00,CDMX-CUERNAVACA,Poniente,OCC,42,32.0,76.2,209.0,6688.0,Alta,2024,12,December,0,0
ADO-01947,2024-04-23,Tuesday,15:00,CDMX-PUEBLA,Observatorio,OCC,42,28.0,69.0,308.0,8932.0,Baja,2024,4,April,1,0
ADO-00678,2024-09-22,Sunday,17:00,CDMX-TLAXCALA,Sur,OCC,42,42.0,100.0,264.0,11088.0,Baja,2024,9,September,6,1
ADO-01054,2024-03-07,Thursday,19:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,19.0,79.2,280.0,5320.0,Baja,2024,3,March,3,0
ADO-01930,2024-12-11,Wednesday,10:00,CDMX-PUEBLA,Norte,Ejecutivo,24,21.0,87.5,266.0,5586.0,Alta,2024,12,December,2,0
ADO-01564,2024-07-19,Friday,17:00,CDMX-PACHUCA,TAPO,Primera Plus,36,27.0,88.9,190.0,6080.0,Alta,2024,7,July,4,0
ADO-00273,2024-04-12,Friday,10:00,CDMX-TLAXCALA,Sur,Primera Plus,36,28.0,77.8,240.0,6720.0,Baja,2024,4,April,4,0
ADO-01176,2024-03-19,Tuesday,20:00,CDMX-PACHUCA,Sur,OCC,42,25.0,59.5,190.0,4750.0,Baja,2024,3,March,1,0
ADO-00206,2024-03-11,Monday,14:00,CDMX-TLAXCALA,Norte,ADO GL,48,25.0,52.1,240.0,6000.0,Baja,2024,3,March,0,0
ADO-00734,2024-07-09,Tuesday,18:00,CDMX-QUERÉTARO,Sur,ADO GL,48,28.0,58.3,320.0,8960.0,Alta,2024,7,July,1,0
ADO-00153,2024-01-29,Monday,17:00,CDMX-QUERÉTARO,Sur,,48,34.0,70.8,320.0,10880.0,Alta,2024,1,January,0,0
ADO-01084,2024-07-12,Friday,17:00,CDMX-CUERNAVACA,Norte,ADO GL,48,48.0,100.0,220.0,10560.0,Alta,2024,7,July,4,0
ADO-00558,2024-10-19,Saturday,12:00,CDMX-TLAXCALA,Poniente,Primera Plus,36,28.0,77.8,228.0,6384.0,Baja,2024,10,October,5,1
ADO-00378,2024-08-10,Saturday,16:00,CDMX-PACHUCA,Observatorio,Ejecutivo,24,20.0,83.3,190.0,3800.0,Alta,2024,8,August,5,1
ADO-01451,2024-04-14,Sunday,14:00,CDMX-PUEBLA,Norte,Primera Plus,36,31.0,86.1,336.0,10416.0,Baja,2024,4,April,6,1
ADO-00536,2024-02-13,Tuesday,17:00,CDMX-PACHUCA,Observatorio,OCC,42,33.0,78.6,190.0,6270.0,Baja,2024,2,February,1,0
ADO-01227,2024-11-06,Wednesday,10:00,CDMX-PUEBLA,Sur,OCC,42,27.0,64.3,266.0,7182.0,Baja,2024,11,November,2,0
ADO-01038,2024-06-02,Sunday,21:00,CDMX-PACHUCA,Norte,Ejecutivo,24,16.0,66.7,209.0,3344.0,Baja,2024,6,June,6,1
ADO-00889,2024-06-12,Wednesday,20:00,CDMX-TLAXCALA,Norte,Ejecutivo,24,17.0,70.8,240.0,4080.0,Baja,2024,6,June,2,0
ADO-00199,2024-07-24,Wednesday,10:00,CDMX-PUEBLA,TAPO,Ejecutivo,24,15.0,62.5,266.0,3990.0,Alta,2024,7,July,2,0
ADO-00562,2024-04-21,Sunday,15:00,CDMX-TOLUCA,Observatorio,OCC,42,42.0,100.0,180.0,7560.0,Baja,2024,4,April,6,1
ADO-00686,2024-07-29,Monday,13:00,CDMX-PUEBLA,Poniente,Ejecutivo,24,17.0,70.8,336.0,5712.0,Alta,2024,7,July,0,0
ADO-01243,2024-10-27,Sunday,09:00,CDMX-PACHUCA,Observatorio,Primera Plus,36,33.0,91.7,180.5,5956.5,Baja,2024,10,October,6,1
ADO-00591,2024-03-01,Friday,09:00,CDMX-QUERÉTARO,Sur,Ejecutivo,24,19.0,79.2,320.0,6080.0,Baja,2024,3,March,4,0
ADO-00520,2024-05-01,Wednesday,16:00,CDMX-QUERÉTARO,TAPO,Primera Plus,36,26.0,72.2,304.0,7904.0,Baja,2024,5,May,2,0
ADO-00309,2024-02-01,Thursday,10:00,CDMX-PACHUCA,Observatorio,Primera Plus,36,25.0,69.4,190.0,4750.0,Baja,2024,2,February,3,0
ADO-00605,2024-12-13,Friday,13:00,CDMX-CUERNAVACA,Observatorio,ADO GL,48,33.0,68.8,264.0,8712.0,Alta,2024,12,December,4,0
ADO-02173,2024-02-23,Friday,13:00,CDMX-PACHUCA,Sur,Ejecutivo,24,27.0,58.3,190.0,2660.0,Baja,2024,2,February,4,0
ADO-01508,2024-07-15,Monday,18:00,CDMX-CUERNAVACA,Observatorio,OCC,42,38.0,90.5,220.0,8360.0,Alta,2024,7,July,0,0
ADO-00060,2024-08-23,Friday,15:00,CDMX-QUERÉTARO,Poniente,Primera Plus,36,27.0,75.0,320.0,8640.0,Alta,2024,8,August,4,0
ADO-00584,2024-06-24,Monday,17:00,CDMX-TOLUCA,Poniente,Primera Plus,36,36.0,100.0,198.0,7128.0,Baja,2024,6,June,0,0
ADO-00903,2024-04-16,Tuesday,19:00,CDMX-PACHUCA,Observatorio,OCC,42,33.0,78.6,190.0,6270.0,Baja,2024,4,April,1,0
ADO-00208,2024-10-13,Sunday,17:00,CDMX-PACHUCA,Sur,Ejecutivo,24,24.0,100.0,180.5,4332.0,Baja,2024,10,October,6,1
