id_corrida,fecha,dia_semana,horario_salida,ruta,terminal_origen,tipo_unidad,capacidad,pasajeros,ocupacion_pct,precio_boleto,ingresos_totales,temporada
ADO-00290,11/11/2024,Monday,13:00,CDMX-Toluca,Norte,Primera Plus,36,20.0,55.6,216.0,4320.0,Baja
ADO-01188,12/10/2024,Saturday,06:00,CDMX-Puebla,Norte,ADO GL,48,39.0,81.2,280.0,10920.0,Baja
ADO-02260,2024/01/21,Sunday,07:00,CDMX-Cuernavaca,Sur,Primera Plus,36,36.0,100.0,220.0,7920.0,Alta
ADO-01456,2024-07-12,Friday,18:00,CDMX-Querétaro,TAPO,Ejecutivo,24,14.0,58.3,320.0,4480.0,Alta
ADO-02296,10/09/2024,Tuesday,19:00,CDMX-Pachuca,Sur,ADO GL,48,41.0,85.4,190.0,7790.0,Baja
ADO-01437,2024-11-26,Tuesday,19:00,CDMX - Pachuca,Observatorio,ADO GL,48,36.0,75.0,190.0,6840.0,Baja
ADO-01737,2024/05/28,Tuesday,18:00,CDMX-Queretaro,TAPO,ADO GL,48,32.0,66.7,320.0,10240.0,Baja
ADO-00124,20-08-2024,Tuesday,13:00,cdmx - puebla,Observatorio,ADO GL,48,,47.9,266.0,6118.0,Alta
ADO-01499,2024-10-28,Monday,17:00,CDMX-Cuernavaca,Norte,Primera Plus,36,33.0,91.7,220.0,7260.0,Baja
ADO-00597,28-05-2024,Tuesday,16:00,cdmx-queretaro,TAPO,OCC,42,25.0,59.5,320.0,8000.0,Baja
ADO-00407,2024-02-20,Tuesday,13:00,CDMX-Queretaro,Sur,Primera Plus,36,18.0,50.0,320.0,5760.0,Baja
ADO-02448,2024-01-20,Saturday,06:00,CDMX-Tlaxcala,Norte,ADO GL,48,39.0,81.2,288.0,11232.0,Alta
ADO-00582,2024-07-15,Monday,15:00,CDMX-Cuernavaca,TAPO,Primera Plus,36,21.0,58.3,220.0,,Alta
ADO-01640,10-08-2024,Saturday,16:00,cdmx-queretaro,Poniente,Primera Plus,36,25.0,69.4,320.0,8000.0,Alta
ADO-00498,2024-11-26,Tuesday,10:00,CDMX - Toluca,Norte,Ejecutivo,24,15.0,62.5,180.0,2700.0,Baja
ADO-00979,2024-01-23,Tuesday,17:00,CDMX-Puebla,Poniente,ADO GL,48,29.0,60.4,308.0,8932.0,Alta
ADO-00343,2024-07-12,Friday,08:00,CDMX-Toluca,Norte,Primera Plus,36,29.0,80.6,180.0,5220.0,Alta
ADO-01775,2024-11-12,Tuesday,07:00,CDMX-Pachuca,TAPO,Primera Plus,36,25.0,69.4,180.5,4512.5,Baja
ADO-00300,2024-08-30,Friday,20:00,CDMX-Cuernavaca,Observatorio,Primera Plus,36,,72.2,264.0,6864.0,Alta
ADO-02302,2024-07-10,Wednesday,18:00,CDMX-Cuernavaca,Poniente,OCC,42,28.0,66.7,264.0,7392.0,Alta
ADO-01030,2024-08-06,Tuesday,18:00,cdmx-queretaro,TAPO,ADO GL,48,32.0,66.7,320.0,10240.0,Alta
ADO-02369,11-02-2024,Sunday,20:00,CDMX-Toluca,Poniente,OCC,42,30.0,71.4,171.0,5130.0,Baja
ADO-00618,2024-03-02,Saturday,12:00,CDMX-Toluca,Poniente,OCC,42,39.0,92.9,171.0,6669.0,Baja
ADO-01394,2024-03-26,Tuesday,15:00,cdmx - puebla,Sur,Ejecutivo,24,15.0,62.5,280.0,4200.0,Baja
ADO-00221,2024-01-22,Monday,12:00,CDMX - Toluca,Observatorio,ADO GL,48,44.0,91.7,198.0,8712.0,Alta
ADO-02349,29-07-2024,Monday,14:00,CDMX-Queretaro,Poniente,OCC,42,30.0,71.4,384.0,11520.0,Alta
ADO-01908,29/04/2024,Monday,22:00,CDMX-Tlaxcala,Sur,Ejecutivo,24,12.0,50.0,264.0,3168.0,Baja
ADO-01048,2024-07-09,Tuesday,21:00,CDMX-Tlaxcala,Norte,OCC,42,19.0,45.2,240.0,4560.0,Alta
ADO-00085,2024/10/26,Saturday,06:00,CDMX - Pachuca,Sur,OCC,42,31.0,73.8,190.0,5890.0,Baja
ADO-01538,2024-03-16,Saturday,20:00,CDMX-Toluca,TAPO,OCC,42,33.0,78.6,180.0,5940.0,Baja
ADO-00267,2024/09/28,Saturday,18:00,cdmx-queretaro,Norte,ADO GL,48,48.0,100.0,320.0,15360.0,Baja
ADO-01375,2024-08-06,Tuesday,15:00,cdmx - puebla,Observatorio,Primera Plus,36,29.0,80.6,266.0,7714.0,Alta
ADO-00291,2024-04-07,Sunday,11:00,CDMX-Tlaxcala,Observatorio,OCC,42,34.0,81.0,264.0,,Baja
ADO-00638,2024/01/03,Wednesday,20:00,cdmx-queretaro,TAPO,Primera Plus,36,23.0,63.9,320.0,,Alta
ADO-01714,2024-04-12,Friday,21:00,CDMX - Toluca,Norte,,48,36.0,75.0,171.0,,Baja
ADO-00417,2024-10-01,Tuesday,17:00,CDMX - Puebla,Poniente,ADO GL,48,47.0,97.9,308.0,14476.0,Baja
ADO-00473,12/09/2024,Thursday,11:00,CDMX-cuernavaca,Poniente,ADO GL,48,22.0,45.8,220.0,4840.0,Baja
ADO-02278,2024-04-20,Saturday,16:00,CDMX - Puebla,Sur,Primera Plus,36,,69.4,266.0,6650.0,Baja
ADO-02469,2024-03-24,Sunday,16:00,CDMX - Puebla,Observatorio,Primera Plus,36,33.0,91.7,266.0,8778.0,Baja
ADO-02439,01/03/2024,Friday,09:00,CDMX - Puebla,Poniente,OCC,42,31.0,73.8,280.0,8680.0,Baja
ADO-01069,11/12/2024,Wednesday,09:00,CDMX - Toluca,Sur,OCC,42,31.0,73.8,216.0,6696.0,Alta
ADO-00839,14-01-2024,Sunday,08:00,cdmx-queretaro,Poniente,OCC,42,42.0,100.0,384.0,16128.0,Alta
ADO-01706,2024-06-18,Tuesday,09:00,CDMX-Puebla,Poniente,Ejecutivo,24,18.0,75.0,336.0,6048.0,Baja
ADO-01166,14-09-2024,Saturday,09:00,CDMX-Puebla,Poniente,OCC,42,42.0,100.0,280.0,11760.0,Baja
ADO-00279,2024-12-29,Sunday,17:00,CDMX-Querétaro,TAPO,ADO GL,48,48.0,100.0,320.0,15360.0,Alta
ADO-02388,2024-05-19,Sunday,06:00,CDMX-Cuernavaca,Sur,Ejecutivo,24,17.0,70.8,220.0,,Baja
ADO-00924,2024/09/30,Monday,06:00,CDMX-Tlaxcala,Sur,OCC,42,23.0,54.8,288.0,6624.0,Baja
ADO-02259,09/11/2024,Saturday,07:00,CDMX-Tlaxcala,Norte,ADO GL,48,32.0,66.7,288.0,9216.0,Baja
ADO-00019,2024-05-16,Thursday,16:00,CDMX-Tlaxcala,Norte,Ejecutivo,24,12.0,50.0,264.0,3168.0,Baja
ADO-01264,20/12/2024,Friday,14:00,CDMX-Pachuca,TAPO,OCC,42,22.0,52.4,209.0,-4598.0,Alta
ADO-02138,2024-08-15,Thursday,07:00,CDMX-Puebla,Norte,Ejecutivo,24,23.0,95.8,280.0,6440.0,Alta
ADO-01282,31/01/2024,Wednesday,15:00,CDMX - Puebla,Observatorio,OCC,42,26.0,61.9,266.0,6916.0,Alta
ADO-02251,2024-02-01,Thursday,12:00,CDMX - Pachuca,Poniente,ADO GL,48,30.0,62.5,209.0,6270.0,Baja
ADO-00917,24/11/2024,Sunday,19:00,CDMX-Tlaxcala,Observatorio,OCC,42,42.0,100.0,264.0,11088.0,Baja
ADO-01717,2024-03-02,Saturday,18:00,CDMX-cuernavaca,Observatorio,Ejecutivo,24,24.0,100.0,220.0,5280.0,Baja
ADO-01745,26/04/2024,Friday,07:00,CDMX-Puebla,Poniente,Ejecutivo,24,,66.7,336.0,5376.0,Baja
ADO-00633,2024/12/22,Sunday,07:00,CDMX-Queretaro,Sur,OCC,42,41.0,97.6,352.0,14432.0,Alta
ADO-00220,2024-02-16,Friday,22:00,CDMX-cuernavaca,Sur,,42,27.0,64.3,264.0,7128.0,Baja
ADO-00651,2024-01-20,Saturday,08:00,cdmx - puebla,Poniente,Ejecutivo,24,24.0,100.0,280.0,6720.0,Alta
ADO-01211,04/03/2024,Monday,09:00,CDMX-Puebla,Norte,OCC,42,27.0,64.3,336.0,9072.0,Baja
ADO-00304,18/12/2024,Wednesday,06:00,CDMX-Pachuca,Norte,OCC,42,30.0,71.4,180.5,5415.0,Alta
ADO-01780,2024-07-09,Tuesday,19:00,CDMX-Pachuca,Sur,Ejecutivo,24,17.0,70.8,190.0,3230.0,Alta
ADO-00658,2024-11-27,Wednesday,06:00,cdmx-queretaro,TAPO,,36,23.0,63.9,320.0,7360.0,Baja
ADO-02049,2024-09-22,Sunday,10:00,CDMX - Puebla,TAPO,OCC,42,34.0,81.0,280.0,9520.0,Baja
ADO-02220,2024/02/01,Thursday,11:00,CDMX - Toluca,TAPO,Ejecutivo,24,14.0,58.3,180.0,2520.0,Baja
ADO-00345,2024-06-01,Saturday,19:00,CDMX - Toluca,Poniente,OCC,42,39.0,92.9,180.0,7020.0,Baja
ADO-00891,2024-06-12,Wednesday,10:00,CDMX-Queretaro,Observatorio,ADO GL,48,35.0,72.9,320.0,,Baja
ADO-02312,2024-10-27,Sunday,17:00,CDMX-cuernavaca,TAPO,OCC,42,42.0,100.0,242.0,10164.0,Baja
ADO-00669,2024-02-25,Sunday,08:00,CDMX - Puebla,Poniente,ADO GL,48,,66.7,336.0,10752.0,Baja
ADO-02127,23-03-2024,Saturday,12:00,CDMX - Pachuca,Observatorio,Primera Plus,36,25.0,69.4,190.0,4750.0,Baja
ADO-00977,2024-10-03,Thursday,13:00,CDMX-Cuernavaca,Poniente,OCC,42,25.0,59.5,220.0,5500.0,Baja
ADO-02152,23/01/2024,Tuesday,09:00,CDMX-Querétaro,Poniente,OCC,42,41.0,97.6,320.0,13120.0,Alta
ADO-01081,2024-01-17,Wednesday,15:00,CDMX - Puebla,Sur,Primera Plus,36,21.0,58.3,308.0,6468.0,Alta
ADO-01719,22-08-2024,Thursday,06:00,CDMX-Queretaro,Norte,Primera Plus,36,26.0,72.2,384.0,9984.0,Alta
ADO-01129,07/07/2024,Sunday,09:00,CDMX - Puebla,Observatorio,Ejecutivo,24,23.0,95.8,308.0,7084.0,Alta
ADO-00193,14-10-2024,Monday,16:00,CDMX-Cuernavaca,Sur,Ejecutivo,24,16.0,66.7,220.0,3520.0,Baja
ADO-00175,2024-08-15,Thursday,13:00,CDMX - Toluca,TAPO,ADO GL,48,32.0,66.7,171.0,5472.0,Alta
ADO-01722,2024/12/03,Tuesday,18:00,CDMX-Queretaro,Sur,Ejecutivo,24,18.0,75.0,352.0,6336.0,Alta
ADO-00652,21/10/2024,Monday,14:00,CDMX-Querétaro,Sur,OCC,42,32.0,76.2,352.0,11264.0,Baja
ADO-01661,04-08-2024,Sunday,15:00,CDMX - Puebla,Poniente,Ejecutivo,24,24.0,100.0,308.0,7392.0,Alta
ADO-01948,2024-06-17,Monday,18:00,CDMX-Cuernavaca,Observatorio,OCC,42,33.0,78.6,220.0,7260.0,Baja
ADO-00730,2024-08-22,Thursday,22:00,cdmx - puebla,Norte,OCC,42,23.0,54.8,266.0,6118.0,Alta
ADO-00129,2024-08-09,Friday,16:00,CDMX - Pachuca,TAPO,ADO GL,48,31.0,64.6,190.0,5890.0,Alta
ADO-00341,2024-02-02,Friday,07:00,CDMX-Cuernavaca,Sur,Ejecutivo,24,16.0,66.7,220.0,3520.0,Baja
ADO-01763,2024/06/05,Wednesday,17:00,CDMX-Puebla,Observatorio,Ejecutivo,24,19.0,79.2,280.0,5320.0,Baja
ADO-00681,2024-02-09,Friday,14:00,CDMX-Cuernavaca,Poniente,OCC,42,30.0,71.4,264.0,7920.0,Baja
ADO-01033,2024/11/02,Saturday,10:00,cdmx - puebla,Norte,Primera Plus,36,32.0,88.9,308.0,9856.0,Baja
ADO-00308,2024/07/30,Tuesday,12:00,CDMX - Pachuca,Observatorio,OCC,42,24.0,57.1,228.0,5472.0,Alta
ADO-00384,2024-02-08,Thursday,18:00,cdmx-queretaro,TAPO,ADO GL,48,35.0,72.9,304.0,10640.0,Baja
ADO-01304,2024-06-13,Thursday,17:00,CDMX - Pachuca,Sur,OCC,42,29.0,69.0,209.0,6061.0,Baja
ADO-02334,2024-09-01,Sunday,12:00,CDMX - Toluca,Poniente,Ejecutivo,24,19.0,79.2,198.0,,Baja
ADO-01950,2024-09-29,Sunday,11:00,CDMX - Pachuca,Norte,OCC,42,35.0,83.3,209.0,7315.0,Baja
ADO-00178,2024-03-05,Tuesday,12:00,CDMX-Tlaxcala,Observatorio,Ejecutivo,24,19.0,79.2,240.0,4560.0,Baja
ADO-00427,2024-04-22,Monday,07:00,CDMX-Queretaro,Poniente,ADO GL,48,32.0,66.7,384.0,12288.0,Baja
ADO-01445,30/05/2024,Thursday,20:00,CDMX-Pachuca,Observatorio,Primera Plus,36,25.0,69.4,209.0,5225.0,Baja
ADO-02307,2024/04/05,Friday,08:00,CDMX-Tlaxcala,Norte,Ejecutivo,24,20.0,83.3,264.0,5280.0,Baja
ADO-02105,14-07-2024,Sunday,14:00,CDMX-Querétaro,Norte,OCC,42,29.0,69.0,320.0,9280.0,Alta
ADO-01095,2024-10-20,Sunday,13:00,CDMX-Toluca,Observatorio,Ejecutivo,24,22.0,91.7,180.0,3960.0,Baja
ADO-00185,01/02/2024,Thursday,18:00,CDMX - Toluca,TAPO,OCC,42,32.0,76.2,198.0,6336.0,Baja
ADO-00946,2024-11-23,Saturday,14:00,CDMX - Toluca,Norte,OCC,42,30.0,71.4,180.0,5400.0,Baja
ADO-02034,18/03/2024,Monday,13:00,CDMX-Queretaro,Observatorio,ADO GL,48,34.0,70.8,352.0,11968.0,Baja
ADO-02052,2024-02-26,Monday,11:00,CDMX-Tlaxcala,Sur,Ejecutivo,24,13.0,54.2,240.0,-3120.0,Baja
ADO-00696,23/01/2024,Tuesday,22:00,CDMX - Pachuca,Poniente,OCC,42,25.0,59.5,209.0,5225.0,Alta
ADO-01034,2024-09-25,Wednesday,08:00,cdmx-queretaro,TAPO,OCC,42,36.0,85.7,320.0,11520.0,Baja
ADO-00799,2024-07-22,Monday,07:00,CDMX-Puebla,Observatorio,ADO GL,48,38.0,79.2,280.0,10640.0,Alta
ADO-00648,02/10/2024,Wednesday,06:00,CDMX-Cuernavaca,Poniente,Ejecutivo,24,,62.5,209.0,3135.0,Baja
ADO-00490,2024-06-09,Sunday,09:00,CDMX-Toluca,Poniente,ADO GL,48,48.0,100.0,198.0,9504.0,Baja
ADO-02478,2024-11-22,Friday,13:00,cdmx-queretaro,Observatorio,ADO GL,48,39.0,81.2,352.0,13728.0,Baja
ADO-01545,03-07-2024,Wednesday,10:00,CDMX-Tlaxcala,Sur,ADO GL,48,27.0,56.2,240.0,6480.0,Alta
ADO-02274,2024-11-29,Friday,22:00,CDMX-Pachuca,Poniente,OCC,42,27.0,64.3,190.0,5130.0,Baja
ADO-00728,2024-04-23,Tuesday,10:00,CDMX-Tlaxcala,Observatorio,Ejecutivo,24,16.0,66.7,264.0,4224.0,Baja
ADO-01685,2024-05-20,Monday,20:00,CDMX-Pachuca,Norte,Primera Plus,36,18.0,50.0,180.5,3249.0,Baja
ADO-01518,14/08/2024,Wednesday,16:00,CDMX-Querétaro,Poniente,ADO GL,48,34.0,70.8,384.0,13056.0,Alta
ADO-01548,09-07-2024,Tuesday,09:00,CDMX-Puebla,Sur,Ejecutivo,24,20.0,83.3,336.0,6720.0,Alta
ADO-00119,2024-04-25,Thursday,22:00,CDMX-Tlaxcala,Sur,OCC,42,33.0,78.6,264.0,8712.0,Baja
ADO-02003,17/09/2024,Tuesday,21:00,CDMX - Toluca,Poniente,Primera Plus,36,19.0,52.8,180.0,3420.0,Baja
ADO-00282,2024/06/21,Friday,07:00,CDMX-cuernavaca,TAPO,Ejecutivo,24,,87.5,220.0,4620.0,Baja
ADO-02204,2024-05-23,Thursday,06:00,CDMX-Cuernavaca,Norte,OCC,42,20.0,47.6,220.0,4400.0,Baja
ADO-00680,2024-05-14,Tuesday,11:00,CDMX-cuernavaca,Sur,OCC,42,33.0,78.6,220.0,7260.0,Baja
ADO-01886,27-10-2024,Sunday,17:00,CDMX - Pachuca,Sur,Ejecutivo,24,24.0,100.0,209.0,5016.0,Baja
ADO-01450,2024-07-23,Tuesday,08:00,CDMX - Toluca,Sur,,48,38.0,79.2,171.0,6498.0,Alta
ADO-00765,2024-08-12,Monday,06:00,CDMX - Pachuca,TAPO,,36,28.0,77.8,190.0,-5320.0,Alta
ADO-01147,04-03-2024,Monday,08:00,cdmx-queretaro,Norte,Primera Plus,36,24.0,66.7,320.0,7680.0,Baja
ADO-00367,21/06/2024,Friday,21:00,CDMX-Queretaro,Sur,OCC,42,28.0,66.7,320.0,8960.0,Baja
ADO-02004,10/12/2024,Tuesday,09:00,CDMX-Queretaro,Norte,OCC,42,32.0,76.2,304.0,9728.0,Alta
ADO-00556,31/03/2024,Sunday,17:00,CDMX - Toluca,Poniente,,48,45.0,93.8,180.0,8100.0,Baja
ADO-01718,2024-11-29,Friday,20:00,CDMX-Pachuca,Norte,Ejecutivo,24,16.0,66.7,190.0,3040.0,Baja
ADO-01136,2024-11-01,Friday,08:00,CDMX-Queretaro,Observatorio,Ejecutivo,24,21.0,87.5,320.0,6720.0,Baja
ADO-00783,01/01/2024,Monday,22:00,CDMX-Tlaxcala,Poniente,OCC,42,29.0,69.0,240.0,6960.0,Alta
ADO-01314,05/10/2024,Saturday,06:00,CDMX-Queretaro,Norte,ADO GL,48,44.0,91.7,320.0,14080.0,Baja
ADO-00204,2024-08-08,Thursday,15:00,cdmx - puebla,Observatorio,OCC,42,32.0,76.2,266.0,8512.0,Alta
ADO-01815,2024-09-19,Thursday,08:00,CDMX-Pachuca,TAPO,ADO GL,48,36.0,75.0,209.0,7524.0,Baja
ADO-00121,2024-04-16,Tuesday,12:00,CDMX-Pachuca,TAPO,ADO GL,48,35.0,72.9,190.0,6650.0,Baja
ADO-00284,17-11-2024,Sunday,15:00,CDMX-Cuernavaca,Sur,ADO GL,48,33.0,68.8,220.0,7260.0,Baja
ADO-00576,2024-08-22,Thursday,16:00,CDMX - Puebla,TAPO,Primera Plus,36,13.0,36.1,308.0,4004.0,Alta
ADO-01334,18/10/2024,Friday,20:00,CDMX - Toluca,Observatorio,OCC,42,34.0,81.0,180.0,6120.0,Baja
ADO-01558,2024-07-13,Saturday,07:00,CDMX - Puebla,Sur,ADO GL,48,43.0,89.6,280.0,12040.0,Alta
ADO-00276,2024-06-11,Tuesday,08:00,CDMX-Pachuca,Sur,OCC,42,35.0,83.3,180.5,6317.5,Baja
ADO-01019,2024-06-11,Tuesday,10:00,CDMX-cuernavaca,Norte,OCC,42,25.0,59.5,220.0,5500.0,Baja
ADO-01691,2024-04-21,Sunday,09:00,CDMX-Queretaro,Sur,Ejecutivo,24,24.0,100.0,320.0,,Baja
ADO-00361,26/12/2024,Thursday,18:00,CDMX-Querétaro,Observatorio,Primera Plus,36,31.0,86.1,320.0,9920.0,Alta
ADO-01442,21-10-2024,Monday,11:00,CDMX-Querétaro,Observatorio,Ejecutivo,24,18.0,75.0,320.0,5760.0,Baja
ADO-01491,2024-04-08,Monday,19:00,CDMX - Puebla,Observatorio,Ejecutivo,24,17.0,70.8,280.0,4760.0,Baja
ADO-00945,2024/12/22,Sunday,14:00,CDMX - Puebla,Sur,ADO GL,48,48.0,100.0,266.0,12768.0,Alta
ADO-00630,23/03/2024,Saturday,14:00,CDMX-Queretaro,TAPO,Primera Plus,36,35.0,97.2,304.0,10640.0,Baja
ADO-01579,23-02-2024,Friday,18:00,CDMX-Queretaro,Observatorio,Primera Plus,36,25.0,69.4,352.0,8800.0,Baja
ADO-00837,2024-11-22,Friday,14:00,CDMX - Pachuca,Poniente,Primera Plus,36,30.0,83.3,190.0,,Baja
ADO-00287,09/06/2024,Sunday,16:00,CDMX - Pachuca,Sur,ADO GL,48,39.0,81.2,190.0,7410.0,Baja
ADO-02005,2024-04-03,Wednesday,09:00,CDMX-Querétaro,Poniente,Primera Plus,36,20.0,55.6,320.0,6400.0,Baja
ADO-01018,2024-12-07,Saturday,10:00,CDMX-Tlaxcala,Poniente,Primera Plus,36,28.0,77.8,240.0,6720.0,Alta
ADO-01492,2024-01-27,Saturday,19:00,CDMX-Toluca,Poniente,ADO GL,48,48.0,100.0,180.0,8640.0,Alta
ADO-00424,2024-06-10,Monday,07:00,CDMX - Toluca,TAPO,ADO GL,48,43.0,89.6,198.0,8514.0,Baja
ADO-01851,02/11/2024,Saturday,06:00,CDMX-Toluca,Poniente,ADO GL,48,37.0,77.1,216.0,7992.0,Baja
ADO-01289,2024-11-23,Saturday,13:00,CDMX-Querétaro,Observatorio,OCC,42,30.0,71.4,320.0,9600.0,Baja
ADO-01624,03/03/2024,Sunday,06:00,CDMX-Querétaro,Observatorio,Ejecutivo,24,18.0,75.0,384.0,6912.0,Baja
ADO-02266,2024-04-22,Monday,13:00,CDMX-Tlaxcala,Poniente,Primera Plus,36,28.0,77.8,288.0,8064.0,Baja
ADO-00066,2024/12/09,Monday,17:00,CDMX-Querétaro,TAPO,OCC,42,40.0,95.2,304.0,12160.0,Alta
ADO-02009,2024/08/01,Thursday,14:00,CDMX-Tlaxcala,Norte,Primera Plus,36,26.0,72.2,264.0,6864.0,Alta
ADO-01525,2024-01-07,Sunday,07:00,CDMX-Tlaxcala,Poniente,Primera Plus,36,34.0,94.4,240.0,8160.0,Alta
ADO-00908,2024-03-16,Saturday,10:00,CDMX-Pachuca,Observatorio,OCC,42,39.0,92.9,190.0,7410.0,Baja
ADO-01015,2024/06/05,Wednesday,14:00,CDMX - Puebla,Sur,Primera Plus,36,30.0,83.3,280.0,8400.0,Baja
ADO-00231,11/03/2024,Monday,08:00,CDMX - Puebla,TAPO,ADO GL,48,34.0,70.8,336.0,11424.0,Baja
ADO-01612,2024-03-05,Tuesday,09:00,CDMX-Cuernavaca,Norte,OCC,42,25.0,59.5,264.0,6600.0,Baja
ADO-02351,13/06/2024,Thursday,20:00,CDMX-Querétaro,TAPO,Primera Plus,36,27.0,75.0,304.0,8208.0,Baja
ADO-01996,2024-01-27,Saturday,08:00,cdmx-queretaro,Sur,Primera Plus,36,36.0,100.0,320.0,11520.0,Alta
ADO-01730,13-12-2024,Friday,13:00,CDMX-Queretaro,Poniente,Primera Plus,36,,86.1,352.0,10912.0,Alta
ADO-01352,2024-12-06,Friday,11:00,CDMX - Puebla,Sur,Ejecutivo,24,10.0,41.7,336.0,3360.0,Alta
ADO-01826,2024-03-31,Sunday,16:00,CDMX - Toluca,Norte,Ejecutivo,24,21.0,87.5,171.0,3591.0,Baja
ADO-02419,2024/06/17,Monday,15:00,CDMX-Cuernavaca,Sur,OCC,42,29.0,69.0,220.0,6380.0,Baja
ADO-01477,2024-01-04,Thursday,14:00,CDMX - Puebla,Sur,Primera Plus,36,22.0,61.1,308.0,6776.0,Alta
ADO-00375,2024/02/10,Saturday,18:00,cdmx-queretaro,Observatorio,OCC,42,42.0,100.0,320.0,13440.0,Baja
ADO-01964,26/03/2024,Tuesday,21:00,CDMX-cuernavaca,Norte,Ejecutivo,24,17.0,70.8,220.0,3740.0,Baja
ADO-01563,2024-06-07,Friday,17:00,CDMX-Puebla,Sur,ADO GL,48,24.0,50.0,336.0,8064.0,Baja
ADO-01270,08-06-2024,Saturday,09:00,cdmx - puebla,Sur,Ejecutivo,24,24.0,100.0,308.0,7392.0,Baja
ADO-00298,2024-06-22,Saturday,17:00,CDMX-Cuernavaca,Poniente,Primera Plus,36,36.0,100.0,264.0,9504.0,Baja
ADO-00599,2024-11-14,Thursday,08:00,CDMX-Queretaro,Norte,ADO GL,48,35.0,72.9,320.0,11200.0,Baja
ADO-01510,2024-09-25,Wednesday,15:00,CDMX-Queretaro,Norte,Primera Plus,36,29.0,80.6,304.0,8816.0,Baja
ADO-00100,2024-02-05,Monday,16:00,CDMX-Cuernavaca,Sur,Ejecutivo,24,14.0,58.3,242.0,3388.0,Baja
ADO-00867,09/11/2024,Saturday,09:00,CDMX-Puebla,Sur,Ejecutivo,24,24.0,100.0,266.0,6384.0,Baja
ADO-02122,2024-03-16,Saturday,17:00,cdmx - puebla,Norte,Ejecutivo,24,24.0,100.0,336.0,8064.0,Baja
ADO-02487,2024/05/17,Friday,07:00,CDMX - Pachuca,TAPO,Primera Plus,36,27.0,75.0,190.0,5130.0,Baja
ADO-00530,2024-07-20,Saturday,21:00,CDMX-cuernavaca,TAPO,Primera Plus,36,26.0,72.2,220.0,5720.0,Alta
ADO-01267,2024-04-24,Wednesday,14:00,CDMX-Puebla,Observatorio,OCC,42,26.0,61.9,308.0,8008.0,Baja
ADO-01074,2024-07-26,Friday,22:00,CDMX - Toluca,Poniente,ADO GL,48,23.0,47.9,198.0,4554.0,Alta
ADO-01238,2024-06-15,Saturday,06:00,CDMX - Puebla,Norte,Ejecutivo,24,18.0,75.0,308.0,5544.0,Baja
ADO-00637,07-08-2024,Wednesday,14:00,CDMX-Queretaro,Poniente,Primera Plus,36,26.0,72.2,384.0,9984.0,Alta
ADO-02483,2024-02-21,Wednesday,09:00,cdmx-queretaro,Norte,Ejecutivo,24,24.0,100.0,320.0,7680.0,Baja
ADO-00186,2024-08-15,Thursday,08:00,cdmx - puebla,Observatorio,ADO GL,48,42.0,87.5,280.0,11760.0,Alta
ADO-01422,2024/07/11,Thursday,16:00,CDMX-Puebla,Poniente,Primera Plus,36,28.0,77.8,266.0,7448.0,Alta
ADO-02457,02-01-2024,Tuesday,07:00,CDMX-Toluca,Norte,Ejecutivo,24,17.0,70.8,216.0,3672.0,Alta
ADO-01405,2024/11/06,Wednesday,18:00,CDMX - Toluca,Norte,Ejecutivo,24,22.0,91.7,198.0,4356.0,Baja
ADO-01419,2024-06-10,Monday,15:00,CDMX - Puebla,Sur,Primera Plus,36,30.0,83.3,266.0,7980.0,Baja
ADO-02073,14/12/2024,Saturday,06:00,CDMX-Querétaro,Norte,Primera Plus,36,30.0,83.3,384.0,11520.0,Alta
ADO-00512,2024-11-10,Sunday,10:00,CDMX-Querétaro,Poniente,ADO GL,48,,83.3,320.0,12800.0,Baja
ADO-00841,2024/03/24,Sunday,13:00,CDMX-Querétaro,Sur,Ejecutivo,24,20.0,83.3,320.0,6400.0,Baja
ADO-01164,2024-01-25,Thursday,08:00,CDMX-Cuernavaca,Observatorio,Ejecutivo,24,14.0,58.3,220.0,3080.0,Alta
ADO-01428,2024-03-11,Monday,21:00,CDMX - Toluca,Poniente,ADO GL,48,24.0,50.0,180.0,,Baja
ADO-02101,2024-01-25,Thursday,20:00,cdmx-queretaro,Poniente,ADO GL,48,33.0,68.8,320.0,10560.0,Alta
ADO-00608,2024-09-15,Sunday,21:00,CDMX - Toluca,TAPO,Primera Plus,36,25.0,69.4,198.0,4950.0,Baja
ADO-01384,16/03/2024,Saturday,20:00,CDMX-Queretaro,Norte,Primera Plus,36,27.0,75.0,320.0,8640.0,Baja
ADO-00863,2024-04-01,Monday,15:00,CDMX - Puebla,Sur,Primera Plus,36,30.0,83.3,266.0,7980.0,Baja
ADO-00152,2024-12-26,Thursday,20:00,cdmx - puebla,Norte,Primera Plus,36,24.0,66.7,280.0,6720.0,Alta
ADO-01594,2024-01-02,Tuesday,10:00,CDMX - Toluca,Observatorio,OCC,42,31.0,73.8,180.0,5580.0,Alta
ADO-01764,14-05-2024,Tuesday,12:00,CDMX-Tlaxcala,Norte,Ejecutivo,24,10.0,41.7,228.0,2280.0,Baja
ADO-01138,2024-07-14,Sunday,18:00,CDMX-Queretaro,Poniente,ADO GL,48,40.0,83.3,384.0,15360.0,Alta
ADO-01622,2024-04-01,Monday,07:00,CDMX-Pachuca,Norte,Ejecutivo,24,15.0,62.5,190.0,2850.0,Baja
